Country/Region,year,month_name,mean_cases
Japan,2021,September,1645857.7333333334
Japan,2021,October,1716559.322580645
Japan,2021,November,1724955.1666666667
Japan,2021,December,1729282.7419354839
Japan,2022,January,2016930.1935483871
Japan,2022,February,4006722.1428571427
Japan,2022,March,5879577.225806451
Japan,2022,April,7282283.433333334
Japan,2022,May,8398506.64516129
Japan,2022,June,9101671.766666668
Japan,2022,July,1.0523594451612903E7
Japan,2022,August,1.6085268838709677E7
Japan,2022,September,2.0407329133333333E7
Japan,2022,October,2.1799194129032258E7
Japan,2022,November,2.3468009133333333E7
Japan,2022,December,2.6916473870967742E7
Japan,2023,January,3.1277941870967742E7
Japan,2023,February,3.298957910714286E7
Japan,2023,March,3.3281061888888888E7
Jordan,2020,January,0.0
Jordan,2020,February,0.0
Jordan,2020,March,78.09677419354838
Jordan,2020,April,393.8666666666667
Jordan,2020,May,606.483870967742
Jordan,2020,June,950.4666666666667
Jordan,2020,July,1172.4193548387098
Jordan,2020,August,1467.3548387096773
Jordan,2020,September,4680.2
Jordan,2020,October,36736.41935483871
Jordan,2020,November,149064.0
Jordan,2020,December,264399.3548387097
Jordan,2021,January,312719.4516129032
Jordan,2021,February,352432.78571428574
Jordan,2021,March,498767.4516129032
Jordan,2021,April,674790.9
Jordan,2021,May,724407.5161290322
Jordan,2021,June,744491.5333333333
Jordan,2021,July,760268.7741935484
Jordan,2021,August,784318.3870967742
Jordan,2021,September,810638.8666666667
Jordan,2021,October,841756.9354838709
Jordan,2021,November,901400.0333333333
Jordan,2021,December,1020385.1290322581
Jordan,2022,January,1117754.2903225806
Jordan,2022,February,1473063.4285714286
Jordan,2022,March,1669951.5483870967
Jordan,2022,April,1694779.0666666667
Jordan,2022,May,1696272.322580645
Jordan,2022,June,1697796.3666666667
Jordan,2022,July,1704001.9032258065
Jordan,2022,August,1725020.7419354839
Jordan,2022,September,1742159.7
Jordan,2022,October,1746997.0
Jordan,2022,November,1746997.0
Jordan,2022,December,1746997.0
Jordan,2023,January,1746997.0
Jordan,2023,February,1746997.0
Jordan,2023,March,1746997.0
Kazakhstan,2020,January,0.0
Kazakhstan,2020,February,0.0
Kazakhstan,2020,March,62.483870967741936
Kazakhstan,2020,April,1540.6333333333334
Kazakhstan,2020,May,6540.677419354839
Kazakhstan,2020,June,15886.9
Kazakhstan,2020,July,66338.2258064516
Kazakhstan,2020,August,117501.16129032258
Kazakhstan,2020,September,136650.13333333333
Kazakhstan,2020,October,144829.29032258064
Kazakhstan,2020,November,161630.93333333332
Kazakhstan,2020,December,188542.90322580645
Kazakhstan,2021,January,216672.96774193548
Kazakhstan,2021,February,251025.25
Kazakhstan,2021,March,278025.51612903224
Kazakhstan,2021,April,335655.4666666667
Kazakhstan,2021,May,412941.93548387097
Kazakhstan,2021,June,461644.86666666664
Kazakhstan,2021,July,549392.7096774194
Kazakhstan,2021,August,763343.1290322581
Kazakhstan,2021,September,922878.6
Kazakhstan,2021,October,993529.8064516129
Kazakhstan,2021,November,1039744.1
Kazakhstan,2021,December,1064977.7741935484
Kazakhstan,2022,January,1168099.4516129033
Kazakhstan,2022,February,1374780.357142857
Kazakhstan,2022,March,1392884.6451612904
Kazakhstan,2022,April,1394175.3333333333
Kazakhstan,2022,May,1394713.9032258065
Kazakhstan,2022,June,1395181.6333333333
Kazakhstan,2022,July,1409859.4516129033
Kazakhstan,2022,August,1465906.3870967743
Kazakhstan,2022,September,1481817.9
Kazakhstan,2022,October,1484263.7419354839
Kazakhstan,2022,November,1485393.6
Kazakhstan,2022,December,1488048.8064516129
Kazakhstan,2023,January,1492091.1935483871
Kazakhstan,2023,February,1497150.357142857
Kazakhstan,2023,March,1498668.0
Kenya,2020,January,0.0
Kenya,2020,February,0.0
Kenya,2020,March,11.935483870967742
Kenya,2020,April,242.1
Kenya,2020,May,960.4193548387096
Kenya,2020,June,3960.8
Kenya,2020,July,12471.870967741936
Kenya,2020,August,29115.25806451613
Kenya,2020,September,36396.066666666666
Kenya,2020,October,44687.1935483871
Kenya,2020,November,70201.1
Kenya,2020,December,92156.35483870968
Kenya,2021,January,98872.45161290323
Kenya,2021,February,103112.82142857143
Kenya,2021,March,117238.64516129032
Kenya,2021,April,148769.36666666667
Kenya,2021,May,165640.32258064515
Kenya,2021,June,176992.16666666666
Kenya,2021,July,192242.67741935485
Kenya,2021,August,221235.8064516129
Kenya,2021,September,244524.36666666667
Kenya,2021,October,251750.64516129033
Kenya,2021,November,254326.5
Kenya,2021,December,266082.1612903226
Kenya,2022,January,314532.96774193546
Kenya,2022,February,322435.28571428574
Kenya,2022,March,323219.4193548387
Kenya,2022,April,323604.9666666667
Kenya,2022,May,324149.8064516129
Kenya,2022,June,328583.4666666667
Kenya,2022,July,336326.1612903226
Kenya,2022,August,337966.48387096776
Kenya,2022,September,338322.8
Kenya,2022,October,338663.9032258064
Kenya,2022,November,340559.06666666665
Kenya,2022,December,342231.51612903224
Kenya,2023,January,342693.7419354839
Kenya,2023,February,342855.14285714284
Kenya,2023,March,342924.44444444444
Kiribati,2020,January,0.0
Kiribati,2020,February,0.0
Kiribati,2020,March,0.0
Kiribati,2020,April,0.0
Kiribati,2020,May,0.0
Kiribati,2020,June,0.0
Kiribati,2020,July,0.0
Kiribati,2020,August,0.0
Kiribati,2020,September,0.0
Kiribati,2020,October,0.0
Kiribati,2020,November,0.0
Kiribati,2020,December,0.0
Kiribati,2021,January,0.0
Kiribati,2021,February,0.0
Kiribati,2021,March,0.0
Kiribati,2021,April,0.0
Kiribati,2021,May,0.8064516129032258
Kiribati,2021,June,2.0
Kiribati,2021,July,2.0
Kiribati,2021,August,2.0
Kiribati,2021,September,2.0
Kiribati,2021,October,2.0
Kiribati,2021,November,2.0
Kiribati,2021,December,2.0
Kiribati,2022,January,62.58064516129032
Kiribati,2022,February,2282.035714285714
Kiribati,2022,March,3027.8064516129034
Kiribati,2022,April,3072.7
Kiribati,2022,May,3093.9032258064517
Kiribati,2022,June,3196.2
Kiribati,2022,July,3296.9032258064517
Kiribati,2022,August,3430.0
Kiribati,2022,September,3430.0
Kiribati,2022,October,3430.0
Kiribati,2022,November,3430.0
Kiribati,2022,December,3430.0
Kiribati,2023,January,4516.322580645161
Kiribati,2023,February,5010.392857142857
Kiribati,2023,March,5013.222222222223
"Korea, North",2020,January,0.0
"Korea, North",2020,February,0.0
"Korea, North",2020,March,0.0
"Korea, North",2020,April,0.0
"Korea, North",2020,May,0.0
"Korea, North",2020,June,0.0
"Korea, North",2020,July,0.0
"Korea, North",2020,August,0.0
"Korea, North",2020,September,0.0
"Korea, North",2020,October,0.0
"Korea, North",2020,November,0.0
"Korea, North",2020,December,0.0
"Korea, North",2021,January,0.0
"Korea, North",2021,February,0.0
"Korea, North",2021,March,0.0
"Korea, North",2021,April,0.0
"Korea, North",2021,May,0.0
"Korea, North",2021,June,0.0
"Korea, North",2021,July,0.0
"Korea, North",2021,August,0.0
"Korea, North",2021,September,0.0
"Korea, North",2021,October,0.0
"Korea, North",2021,November,0.0
"Korea, North",2021,December,0.0
"Korea, North",2022,January,0.0
"Korea, North",2022,February,0.0
"Korea, North",2022,March,0.0
"Korea, North",2022,April,0.0
"Korea, North",2022,May,0.5806451612903226
"Korea, North",2022,June,1.0
"Korea, North",2022,July,1.0
"Korea, North",2022,August,1.0
"Korea, North",2022,September,1.0
"Korea, North",2022,October,1.0
"Korea, North",2022,November,1.0
"Korea, North",2022,December,1.0
"Korea, North",2023,January,1.0
"Korea, North",2023,February,1.0
"Korea, North",2023,March,1.0
"Korea, South",2020,January,3.6
"Korea, South",2020,February,418.2068965517241
"Korea, South",2020,March,7900.580645161291
"Korea, South",2020,April,10514.366666666667
"Korea, South",2020,May,11063.193548387097
"Korea, South",2020,June,12193.5
"Korea, South",2020,July,13658.741935483871
"Korea, South",2020,August,16304.806451612903
"Korea, South",2020,September,22439.0
"Korea, South",2020,October,25175.322580645163
"Korea, South",2020,November,29620.6
"Korea, South",2020,December,47201.645161290326
"Korea, South",2021,January,71636.70967741935
"Korea, South",2021,February,84430.60714285714
"Korea, South",2021,March,96875.51612903226
"Korea, South",2021,April,113171.46666666666
"Korea, South",2021,May,132160.8064516129
"Korea, South",2021,June,149496.9
"Korea, South",2021,July,177249.06451612903
"Korea, South",2021,August,227118.06451612903
"Korea, South",2021,September,282064.93333333335
"Korea, South",2021,October,341494.77419354836
"Korea, South",2021,November,405129.8333333333
"Korea, South",2021,December,548746.9677419355
"Korea, South",2022,January,714107.5483870967
"Korea, South",2022,February,1736456.9285714286
"Korea, South",2022,March,8212101.580645162
"Korea, South",2022,April,1.5949291033333333E7
"Korea, South",2022,May,1.779046851612903E7
"Korea, South",2022,June,1.8254568533333335E7
"Korea, South",2022,July,1.8901940774193548E7
"Korea, South",2022,August,2.1689198451612905E7
"Korea, South",2022,September,2.42320482E7
"Korea, South",2022,October,2.5167763225806452E7
"Korea, South",2022,November,2.6382829833333332E7
"Korea, South",2022,December,2.8130666903225806E7
"Korea, South",2023,January,2.979865693548387E7
"Korea, South",2023,February,3.0381115535714287E7
"Korea, South",2023,March,3.0572608666666668E7
Kosovo,2020,January,0.0
Kosovo,2020,February,0.0
Kosovo,2020,March,27.225806451612904
Kosovo,2020,April,424.4
Kosovo,2020,May,946.5483870967741
Kosovo,2020,June,1728.4333333333334
Kosovo,2020,July,5368.741935483871
Kosovo,2020,August,11285.032258064517
Kosovo,2020,September,14743.7
Kosovo,2020,October,16923.870967741936
Kosovo,2020,November,29444.0
Kosovo,2020,December,46700.967741935485
Kosovo,2021,January,55492.06451612903
Kosovo,2021,February,64347.392857142855
Kosovo,2021,March,78197.25806451614
Kosovo,2021,April,98576.56666666667
Kosovo,2021,May,106020.7741935484
Kosovo,2021,June,107194.13333333333
Kosovo,2021,July,107931.32258064517
Kosovo,2021,August,121637.74193548386
Kosovo,2021,September,156649.36666666667
Kosovo,2021,October,160484.09677419355
Kosovo,2021,November,160951.3
Kosovo,2021,December,161244.4516129032
Kosovo,2022,January,173719.87096774194
Kosovo,2022,February,221493.14285714287
Kosovo,2022,March,226961.48387096773
Kosovo,2022,April,227812.23333333334
Kosovo,2022,May,228231.25806451612
Kosovo,2022,June,228551.4
Kosovo,2022,July,238157.0
Kosovo,2022,August,266025.96774193546
Kosovo,2022,September,271924.23333333334
Kosovo,2022,October,272118.67741935485
Kosovo,2022,November,272192.5333333333
Kosovo,2022,December,272232.77419354836
Kosovo,2023,January,272415.4193548387
Kosovo,2023,February,272777.89285714284
Kosovo,2023,March,273215.1111111111
Kuwait,2020,January,0.0
Kuwait,2020,February,5.896551724137931
Kuwait,2020,March,134.0
Kuwait,2020,April,1712.2666666666667
Kuwait,2020,May,14381.161290322581
Kuwait,2020,June,36892.4
Kuwait,2020,July,57303.77419354839
Kuwait,2020,August,76213.74193548386
Kuwait,2020,September,96191.96666666666
Kuwait,2020,October,115157.29032258065
Kuwait,2020,November,136071.16666666666
Kuwait,2020,December,146930.61290322582
Kuwait,2021,January,157478.38709677418
Kuwait,2021,February,178168.7142857143
Kuwait,2021,March,212395.74193548388
Kuwait,2021,April,253568.73333333334
Kuwait,2021,May,292144.06451612903
Kuwait,2021,June,332528.73333333334
Kuwait,2021,July,381187.5483870968
Kuwait,2021,August,405877.1935483871
Kuwait,2021,September,410937.26666666666
Kuwait,2021,October,412261.70967741933
Kuwait,2021,November,413027.2
Kuwait,2021,December,414289.3548387097
Kuwait,2022,January,469728.9032258064
Kuwait,2022,February,598334.9642857143
Kuwait,2022,March,625880.7096774194
Kuwait,2022,April,630580.5666666667
Kuwait,2022,May,632233.9677419355
Kuwait,2022,June,637808.2666666667
Kuwait,2022,July,649060.2258064516
Kuwait,2022,August,656055.2903225806
Kuwait,2022,September,657945.0
Kuwait,2022,October,660595.0645161291
Kuwait,2022,November,662432.2
Kuwait,2022,December,662742.1612903225
Kuwait,2023,January,662804.2903225806
Kuwait,2023,February,663007.5
Kuwait,2023,March,663545.7777777778
Kyrgyzstan,2020,January,0.0
Kyrgyzstan,2020,February,0.0
Kyrgyzstan,2020,March,18.93548387096774
Kyrgyzstan,2020,April,442.0
Kyrgyzstan,2020,May,1175.8064516129032
Kyrgyzstan,2020,June,2928.1666666666665
Kyrgyzstan,2020,July,19274.90322580645
Kyrgyzstan,2020,August,41165.8064516129
Kyrgyzstan,2020,September,45134.03333333333
Kyrgyzstan,2020,October,51791.3870967742
Kyrgyzstan,2020,November,66499.16666666667
Kyrgyzstan,2020,December,77780.51612903226
Kyrgyzstan,2021,January,82953.2258064516
Kyrgyzstan,2021,February,85493.60714285714
Kyrgyzstan,2021,March,87156.87096774194
Kyrgyzstan,2021,April,91480.43333333333
Kyrgyzstan,2021,May,100362.54838709677
Kyrgyzstan,2021,June,112815.73333333334
Kyrgyzstan,2021,July,145795.1935483871
Kyrgyzstan,2021,August,171461.48387096773
Kyrgyzstan,2021,September,177376.1
Kyrgyzstan,2021,October,179831.09677419355
Kyrgyzstan,2021,November,182418.9
Kyrgyzstan,2021,December,184078.67741935485
Kyrgyzstan,2022,January,190620.0
Kyrgyzstan,2022,February,199923.32142857142
Kyrgyzstan,2022,March,200756.1935483871
Kyrgyzstan,2022,April,200976.63333333333
Kyrgyzstan,2022,May,200993.0
Kyrgyzstan,2022,June,201010.56666666668
Kyrgyzstan,2022,July,201617.32258064515
Kyrgyzstan,2022,August,204843.61290322582
Kyrgyzstan,2022,September,205918.33333333334
Kyrgyzstan,2022,October,206278.03225806452
Kyrgyzstan,2022,November,206483.6
Kyrgyzstan,2022,December,206549.4516129032
Kyrgyzstan,2023,January,206582.4193548387
Kyrgyzstan,2023,February,206610.10714285713
Kyrgyzstan,2023,March,206680.77777777778
Laos,2020,January,0.0
Laos,2020,February,0.0
Laos,2020,March,1.6129032258064515
Laos,2020,April,16.766666666666666
Laos,2020,May,19.0
Laos,2020,June,19.0
Laos,2020,July,19.258064516129032
Laos,2020,August,21.161290322580644
Laos,2020,September,22.666666666666668
Laos,2020,October,23.35483870967742
Laos,2020,November,28.2
Laos,2020,December,40.61290322580645
Laos,2021,January,41.67741935483871
Laos,2021,February,44.92857142857143
Laos,2021,March,47.903225806451616
Laos,2021,April,164.33333333333334
Laos,2021,May,1524.3548387096773
Laos,2021,June,2023.3666666666666
Laos,2021,July,3558.451612903226
Laos,2021,August,10691.032258064517
Laos,2021,September,18654.566666666666
Laos,2021,October,31701.064516129034
Laos,2021,November,56452.63333333333
Laos,2021,December,93801.3870967742
Laos,2022,January,124027.70967741935
Laos,2022,February,139172.0357142857
Laos,2022,March,153043.96774193548
Laos,2022,April,197768.46666666667
Laos,2022,May,209205.38709677418
Laos,2022,June,210167.06666666668
Laos,2022,July,210592.74193548388
Laos,2022,August,212662.87096774194
Laos,2022,September,215201.9
Laos,2022,October,216089.5483870968
Laos,2022,November,216434.9
Laos,2022,December,217352.2258064516
Laos,2023,January,217913.2258064516
Laos,2023,February,218001.7857142857
Laos,2023,March,218019.88888888888
Latvia,2020,January,0.0
Latvia,2020,February,0.0
Latvia,2020,March,105.70967741935483
Latvia,2020,April,671.6333333333333
Latvia,2020,May,980.7096774193549
Latvia,2020,June,1099.0333333333333
Latvia,2020,July,1177.0
Latvia,2020,August,1314.6451612903227
Latvia,2020,September,1519.0666666666666
Latvia,2020,October,3427.8709677419356
Latvia,2020,November,10899.2
Latvia,2020,December,28248.709677419356
Latvia,2021,January,54158.645161290326
Latvia,2021,February,76850.96428571429
Latvia,2021,March,94766.83870967742
Latvia,2021,April,110114.56666666667
Latvia,2021,May,127158.41935483871
Latvia,2021,June,136040.23333333334
Latvia,2021,July,138113.64516129033
Latvia,2021,August,140430.03225806452
Latvia,2021,September,149287.53333333333
Latvia,2021,October,185130.1935483871
Latvia,2021,November,240089.6
Latvia,2021,December,264964.8064516129
Latvia,2022,January,315706.32258064515
Latvia,2022,February,531254.3928571428
Latvia,2022,March,747286.7741935484
Latvia,2022,April,811873.3
Latvia,2022,May,825867.5806451613
Latvia,2022,June,831432.5666666667
Latvia,2022,July,846972.4193548387
Latvia,2022,August,883813.4838709678
Latvia,2022,September,912992.3333333334
Latvia,2022,October,942886.4193548387
Latvia,2022,November,958135.9
Latvia,2022,December,969683.0967741936
Latvia,2023,January,974855.0322580645
Latvia,2023,February,975679.9285714285
Latvia,2023,March,976133.3333333334
Lebanon,2020,January,0.0
Lebanon,2020,February,0.5172413793103449
Lebanon,2020,March,167.0
Lebanon,2020,April,631.4666666666667
Lebanon,2020,May,941.9032258064516
Lebanon,2020,June,1486.0666666666666
Lebanon,2020,July,2767.967741935484
Lebanon,2020,August,9770.967741935483
Lebanon,2020,September,26915.933333333334
Lebanon,2020,October,59980.967741935485
Lebanon,2020,November,105855.73333333334
Lebanon,2020,December,152589.83870967742
Lebanon,2021,January,244729.61290322582
Lebanon,2021,February,339328.89285714284
Lebanon,2021,March,423706.1612903226
Lebanon,2021,April,503051.6666666667
Lebanon,2021,May,535256.0
Lebanon,2021,June,542829.6666666666
Lebanon,2021,July,550922.5806451613
Lebanon,2021,August,583090.3225806452
Lebanon,2021,September,615128.6333333333
Lebanon,2021,October,633272.5483870967
Lebanon,2021,November,654605.1333333333
Lebanon,2021,December,696646.0967741936
Lebanon,2022,January,820654.0
Lebanon,2022,February,1015070.3571428572
Lebanon,2022,March,1084751.9032258065
Lebanon,2022,April,1095191.0666666667
Lebanon,2022,May,1098103.3870967743
Lebanon,2022,June,1103235.0666666667
Lebanon,2022,July,1139640.322580645
Lebanon,2022,August,1196759.2258064516
Lebanon,2022,September,1213201.1666666667
Lebanon,2022,October,1217314.064516129
Lebanon,2022,November,1219719.1666666667
Lebanon,2022,December,1221517.1612903227
Lebanon,2023,January,1225600.3870967743
Lebanon,2023,February,1230409.6785714286
Lebanon,2023,March,1232417.3333333333
Lesotho,2020,January,0.0
Lesotho,2020,February,0.0
Lesotho,2020,March,0.0
Lesotho,2020,April,0.0
Lesotho,2020,May,0.9354838709677419
Lesotho,2020,June,9.066666666666666
Lesotho,2020,July,283.2903225806452
Lesotho,2020,August,897.0645161290323
Lesotho,2020,September,1326.9
Lesotho,2020,October,1835.2903225806451
Lesotho,2020,November,2037.9333333333334
Lesotho,2020,December,2454.2903225806454
Lesotho,2021,January,6264.290322580645
Lesotho,2021,February,9937.714285714286
Lesotho,2021,March,10572.548387096775
Lesotho,2021,April,10714.766666666666
Lesotho,2021,May,10787.354838709678
Lesotho,2021,June,11002.166666666666
Lesotho,2021,July,12231.09677419355
Lesotho,2021,August,14097.032258064517
Lesotho,2021,September,14395.0
Lesotho,2021,October,21506.645161290322
Lesotho,2021,November,21706.766666666666
Lesotho,2021,December,24546.548387096773
Lesotho,2022,January,31372.677419354837
Lesotho,2022,February,32418.60714285714
Lesotho,2022,March,32777.54838709677
Lesotho,2022,April,32951.8
Lesotho,2022,May,33226.48387096774
Lesotho,2022,June,33764.8
Lesotho,2022,July,34007.096774193546
Lesotho,2022,August,34168.51612903226
Lesotho,2022,September,34377.7
Lesotho,2022,October,34490.0
Lesotho,2022,November,34490.0
Lesotho,2022,December,34490.0
Lesotho,2023,January,34770.645161290326
Lesotho,2023,February,34790.0
Lesotho,2023,March,34790.0
Liberia,2020,January,0.0
Liberia,2020,February,0.0
Liberia,2020,March,1.8064516129032258
Liberia,2020,April,64.7
Liberia,2020,May,217.96774193548387
Liberia,2020,June,495.96666666666664
Liberia,2020,July,1019.8064516129032
Liberia,2020,August,1256.0645161290322
Liberia,2020,September,1321.9666666666667
Liberia,2020,October,1376.8709677419354
Liberia,2020,November,1501.2666666666667
Liberia,2020,December,1730.516129032258
Liberia,2021,January,1865.5806451612902
Liberia,2021,February,1973.107142857143
Liberia,2021,March,2034.0
Liberia,2021,April,2074.3
Liberia,2021,May,2132.8387096774195
Liberia,2021,June,2754.3333333333335
Liberia,2021,July,5125.612903225807
Liberia,2021,August,5498.258064516129
Liberia,2021,September,5780.7
Liberia,2021,October,5805.032258064516
Liberia,2021,November,5818.033333333334
Liberia,2021,December,5923.709677419355
Liberia,2022,January,7004.419354838709
Liberia,2022,February,7340.607142857143
Liberia,2022,March,7393.064516129032
Liberia,2022,April,7413.666666666667
Liberia,2022,May,7446.774193548387
Liberia,2022,June,7474.766666666666
Liberia,2022,July,7506.5161290322585
Liberia,2022,August,7640.032258064516
Liberia,2022,September,7928.3
Liberia,2022,October,7982.612903225807
Liberia,2022,November,8006.666666666667
Liberia,2022,December,8037.548387096775
Liberia,2023,January,8046.193548387097
Liberia,2023,February,8065.107142857143
Liberia,2023,March,8090.0
Libya,2020,January,0.0
Libya,2020,February,0.0
Libya,2020,March,1.064516129032258
Libya,2020,April,39.333333333333336
Libya,2020,May,75.48387096774194
Libya,2020,June,475.8333333333333
Libya,2020,July,1864.225806451613
Libya,2020,August,8298.258064516129
Libya,2020,September,24664.633333333335
Libya,2020,October,47593.6129032258
Libya,2020,November,73289.2
Libya,2020,December,92298.7741935484
Libya,2021,January,108889.83870967742
Libya,2021,February,127156.85714285714
Libya,2021,March,146901.32258064515
Libya,2021,April,169990.3
Libya,2021,May,181653.16129032258
Libya,2021,June,189700.46666666667
Libya,2021,July,217330.4193548387
Libya,2021,August,283390.1612903226
Libya,2021,September,326923.5
Libya,2021,October,349402.93548387097
Libya,2021,November,365372.1
Libya,2021,December,380494.3870967742
Libya,2022,January,401427.3870967742
Libya,2022,February,470624.4285714286
Libya,2022,March,499891.0
Libya,2022,April,501827.56666666665
Libya,2022,May,501947.3548387097
Libya,2022,June,502073.8
Libya,2022,July,502626.8064516129
Libya,2022,August,506089.70967741933
Libya,2022,September,506915.73333333334
Libya,2022,October,507019.2580645161
Libya,2022,November,507066.8
Libya,2022,December,507113.12903225806
Libya,2023,January,507155.48387096776
Libya,2023,February,507168.10714285716
Libya,2023,March,507179.77777777775
Liechtenstein,2020,January,0.0
Liechtenstein,2020,February,0.0
Liechtenstein,2020,March,25.29032258064516
Liechtenstein,2020,April,80.63333333333334
Liechtenstein,2020,May,83.0
Liechtenstein,2020,June,82.83333333333333
Liechtenstein,2020,July,85.96774193548387
Liechtenstein,2020,August,96.2258064516129
Liechtenstein,2020,September,112.56666666666666
Liechtenstein,2020,October,259.5806451612903
Liechtenstein,2020,November,1001.2666666666667
Liechtenstein,2020,December,1723.0
Liechtenstein,2021,January,2439.967741935484
Liechtenstein,2021,February,2611.4285714285716
Liechtenstein,2021,March,2695.5806451612902
Liechtenstein,2021,April,2880.2
Liechtenstein,2021,May,3072.8387096774195
Liechtenstein,2021,June,3118.266666666667
Liechtenstein,2021,July,3160.548387096774
Liechtenstein,2021,August,3284.483870967742
Liechtenstein,2021,September,3502.866666666667
Liechtenstein,2021,October,3597.7741935483873
Liechtenstein,2021,November,4036.4333333333334
Liechtenstein,2021,December,5512.806451612903
Liechtenstein,2022,January,7351.677419354839
Liechtenstein,2022,February,10620.892857142857
Liechtenstein,2022,March,14506.129032258064
Liechtenstein,2022,April,16871.6
Liechtenstein,2022,May,17341.451612903227
Liechtenstein,2022,June,17671.233333333334
Liechtenstein,2022,July,18318.516129032258
Liechtenstein,2022,August,18939.74193548387
Liechtenstein,2022,September,19398.4
Liechtenstein,2022,October,20297.225806451614
Liechtenstein,2022,November,20779.933333333334
Liechtenstein,2022,December,21142.322580645163
Liechtenstein,2023,January,21327.25806451613
Liechtenstein,2023,February,21379.60714285714
Liechtenstein,2023,March,21426.222222222223
Lithuania,2020,January,0.0
Lithuania,2020,February,0.0
Lithuania,2020,March,57.54838709677419
Lithuania,2020,April,942.7333333333333
Lithuania,2020,May,1462.1612903225807
Lithuania,2020,June,1695.0666666666666
Lithuania,2020,July,1846.0967741935483
Lithuania,2020,August,2405.3548387096776
Lithuania,2020,September,3592.866666666667
Lithuania,2020,October,8267.41935483871
Lithuania,2020,November,37256.933333333334
Lithuania,2020,December,103552.19354838709
Lithuania,2021,January,168971.16129032258
Lithuania,2021,February,192157.25
Lithuania,2021,March,206907.51612903227
Lithuania,2021,April,231327.9
Lithuania,2021,May,264046.96774193546
Lithuania,2021,June,277959.8
Lithuania,2021,July,280344.9032258064
Lithuania,2021,August,291045.4516129032
Lithuania,2021,September,314050.0333333333
Lithuania,2021,October,369007.0
Lithuania,2021,November,446562.4
Lithuania,2021,December,500732.48387096776
Lithuania,2022,January,590973.8709677419
Lithuania,2022,February,862834.7142857143
Lithuania,2022,March,1048591.5483870967
Lithuania,2022,April,1135513.2666666666
Lithuania,2022,May,1152802.4516129033
Lithuania,2022,June,1157546.2666666666
Lithuania,2022,July,1170337.4516129033
Lithuania,2022,August,1202429.677419355
Lithuania,2022,September,1233255.8666666667
Lithuania,2022,October,1260918.5161290322
Lithuania,2022,November,1272081.8
Lithuania,2022,December,1282467.5483870967
Lithuania,2023,January,1292784.9677419355
Lithuania,2023,February,1300744.6785714286
Lithuania,2023,March,1306388.111111111
Luxembourg,2020,January,0.0
Luxembourg,2020,February,0.034482758620689655
Luxembourg,2020,March,555.1290322580645
Luxembourg,2020,April,3310.5666666666666
Luxembourg,2020,May,3926.1612903225805
Luxembourg,2020,June,4098.333333333333
Luxembourg,2020,July,5367.290322580645
Luxembourg,2020,August,7283.193548387097
Luxembourg,2020,September,7504.8
Luxembourg,2020,October,11342.225806451614
Luxembourg,2020,November,26698.266666666666
Luxembourg,2020,December,41864.58064516129
Luxembourg,2021,January,48592.1935483871
Luxembourg,2021,February,52944.07142857143
Luxembourg,2021,March,58290.87096774193
Luxembourg,2021,April,64476.933333333334
Luxembourg,2021,May,68871.35483870968
Luxembourg,2021,June,70424.03333333334
Luxembourg,2021,July,72580.45161290323
Luxembourg,2021,August,74773.67741935483
Luxembourg,2021,September,77020.73333333334
Luxembourg,2021,October,79869.3870967742
Luxembourg,2021,November,85136.8
Luxembourg,2021,December,95646.45161290323
Luxembourg,2022,January,127690.96774193548
Luxembourg,2022,February,173933.5357142857
Luxembourg,2022,March,197411.4516129032
Luxembourg,2022,April,228280.26666666666
Luxembourg,2022,May,244154.5483870968
Luxembourg,2022,June,254210.66666666666
Luxembourg,2022,July,274551.1935483871
Luxembourg,2022,August,285104.77419354836
Luxembourg,2022,September,289131.56666666665
Luxembourg,2022,October,297606.96774193546
Luxembourg,2022,November,304469.3333333333
Luxembourg,2022,December,309776.2580645161
Luxembourg,2023,January,313883.1935483871
Luxembourg,2023,February,315482.75
Luxembourg,2023,March,316771.22222222225
MS Zaandam,2020,January,0.0
MS Zaandam,2020,February,0.0
MS Zaandam,2020,March,0.25806451612903225
MS Zaandam,2020,April,9.0
MS Zaandam,2020,May,9.0
MS Zaandam,2020,June,9.0
MS Zaandam,2020,July,9.0
MS Zaandam,2020,August,9.0
MS Zaandam,2020,September,9.0
MS Zaandam,2020,October,9.0
MS Zaandam,2020,November,9.0
MS Zaandam,2020,December,9.0
MS Zaandam,2021,January,9.0
MS Zaandam,2021,February,9.0
MS Zaandam,2021,March,9.0
MS Zaandam,2021,April,9.0
MS Zaandam,2021,May,9.0
MS Zaandam,2021,June,9.0
MS Zaandam,2021,July,9.0
MS Zaandam,2021,August,9.0
MS Zaandam,2021,September,9.0
MS Zaandam,2021,October,9.0
MS Zaandam,2021,November,9.0
MS Zaandam,2021,December,9.0
MS Zaandam,2022,January,9.0
MS Zaandam,2022,February,9.0
MS Zaandam,2022,March,9.0
MS Zaandam,2022,April,9.0
MS Zaandam,2022,May,9.0
MS Zaandam,2022,June,9.0
MS Zaandam,2022,July,9.0
MS Zaandam,2022,August,9.0
MS Zaandam,2022,September,9.0
MS Zaandam,2022,October,9.0
MS Zaandam,2022,November,9.0
MS Zaandam,2022,December,9.0
MS Zaandam,2023,January,9.0
MS Zaandam,2023,February,9.0
MS Zaandam,2023,March,9.0
Madagascar,2020,January,0.0
Madagascar,2020,February,0.0
Madagascar,2020,March,8.741935483870968
